# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);45.641
# Site longitude (positive means East);5.875
# Site altitude (m);606
# Date beginning;2011-05-01
# Date end;2011-05-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2011-05-01;01:00;280.59;80.38;909.95;1.59;176.70;0.009577;0.000000;0.000000;0.0000
2011-05-01;02:00;280.06;82.20;910.06;1.72;180.29;0.027433;0.000000;0.000000;0.0000
2011-05-01;03:00;279.62;83.97;910.24;1.79;178.22;0.033724;0.000000;0.000000;0.0000
2011-05-01;04:00;279.29;85.30;910.37;1.81;170.79;0.031896;0.000000;0.000000;0.0000
2011-05-01;05:00;279.10;85.87;910.49;1.81;163.57;0.016611;0.000000;0.000000;6.8743
2011-05-01;06:00;280.60;86.54;910.73;1.54;160.33;0.006940;0.000000;0.000000;110.7917
2011-05-01;07:00;283.65;74.18;911.03;1.47;170.93;0.009408;0.000000;0.000000;282.4328
2011-05-01;08:00;285.88;62.58;911.17;1.06;204.12;0.014867;0.000000;0.000000;486.4016
2011-05-01;09:00;287.70;55.96;911.18;1.01;254.56;0.015359;0.000000;0.000000;645.3282
2011-05-01;10:00;288.91;52.05;911.16;1.30;283.23;0.010866;0.000000;0.000000;746.7038
2011-05-01;11:00;289.79;49.39;911.08;1.59;297.84;0.008741;0.000000;0.000000;803.9429
2011-05-01;12:00;290.35;48.01;910.97;1.77;307.97;0.013647;0.000000;0.000000;817.9740
2011-05-01;13:00;290.72;47.23;910.85;1.82;318.38;0.020511;0.000000;0.000000;799.5231
2011-05-01;14:00;290.86;46.98;910.65;1.82;327.11;0.024816;0.000000;0.000000;726.0912
2011-05-01;15:00;290.71;47.43;910.48;1.85;331.28;0.031195;0.000000;0.000000;610.9765
2011-05-01;16:00;290.34;48.63;910.47;1.81;332.42;0.035435;0.000000;0.000000;466.7587
2011-05-01;17:00;289.68;52.14;910.59;1.60;333.52;0.036419;0.000000;0.000000;301.3116
2011-05-01;18:00;288.51;63.89;910.76;1.06;337.15;0.028514;0.000000;0.000000;141.0475
2011-05-01;19:00;287.02;62.61;910.96;0.68;334.64;0.023790;0.000000;0.000000;18.2547
2011-05-01;20:00;286.28;60.83;911.36;0.11;228.82;0.014693;0.000000;0.000000;0.0000
2011-05-01;21:00;285.10;65.66;911.62;0.97;174.24;0.006990;0.000000;0.000000;0.0000
2011-05-01;22:00;283.76;72.52;911.74;1.60;171.73;0.001230;0.000000;0.000000;0.0000
2011-05-01;23:00;282.74;77.63;911.87;1.95;172.75;0.000094;0.000000;0.000000;0.0000
2011-05-01;24:00;282.05;80.72;911.99;2.07;174.16;0.000010;0.000000;0.000000;0.0000
2011-05-02;01:00;281.62;82.48;911.92;1.96;171.27;0.000005;0.000000;0.000000;0.0000
2011-05-02;02:00;281.29;83.84;911.71;1.79;162.77;0.000004;0.000000;0.000000;0.0000
2011-05-02;03:00;281.07;84.29;911.39;1.68;148.21;0.000005;0.000000;0.000000;0.0000
2011-05-02;04:00;280.66;85.58;911.00;1.63;132.40;0.000011;0.000000;0.000000;0.0000
2011-05-02;05:00;280.61;84.69;910.72;1.63;122.59;0.000010;0.000000;0.000000;7.7197
2011-05-02;06:00;281.91;84.00;910.60;1.41;119.71;0.000034;0.000000;0.000000;98.3963
2011-05-02;07:00;285.15;74.07;910.57;0.99;119.11;0.001286;0.000000;0.000000;269.1610
2011-05-02;08:00;287.74;60.61;910.48;0.10;140.64;0.007509;0.000000;0.000000;442.7471
2011-05-02;09:00;289.50;54.75;910.32;0.67;302.64;0.053228;0.000000;0.000000;606.8378
2011-05-02;10:00;290.51;51.97;910.10;1.21;300.46;0.086091;0.000000;0.000000;679.8879
2011-05-02;11:00;290.95;51.43;909.85;1.57;296.06;0.125807;0.000000;0.000000;677.7616
2011-05-02;12:00;291.00;52.22;909.65;1.78;292.42;0.206750;0.000000;0.000000;628.2712
2011-05-02;13:00;290.65;54.35;909.45;1.92;293.18;0.321980;0.000000;0.000000;525.7526
2011-05-02;14:00;290.22;57.00;909.15;1.94;298.85;0.485020;0.000000;0.000000;449.6627
2011-05-02;15:00;289.69;60.04;908.83;1.84;305.09;0.839133;0.000000;0.000000;364.7924
2011-05-02;16:00;289.13;63.47;908.69;1.63;304.81;1.422624;0.000000;0.000000;267.1200
2011-05-02;17:00;288.37;68.53;908.57;1.23;296.69;2.372922;0.000000;0.000000;171.9398
2011-05-02;18:00;287.12;78.41;908.61;0.57;264.09;2.813211;0.425217;0.000040;87.6436
2011-05-02;19:00;285.03;85.93;908.94;0.81;187.24;2.384132;0.737021;0.000297;11.6596
2011-05-02;20:00;283.97;88.39;909.42;1.22;168.88;1.423229;0.818051;0.000888;0.0000
2011-05-02;21:00;283.54;89.82;909.62;1.62;164.56;0.913424;0.609961;0.001299;0.0000
2011-05-02;22:00;282.90;90.68;909.69;2.07;159.27;0.493112;0.504945;0.002238;0.0000
2011-05-02;23:00;282.09;92.35;909.67;2.23;155.91;0.304413;0.283168;0.002687;0.0000
2011-05-02;24:00;281.28;93.94;909.62;2.08;152.37;0.135702;0.142848;0.002949;0.0000
2011-05-03;01:00;280.42;94.52;909.61;1.98;153.01;0.103047;0.000000;0.002262;0.0000
2011-05-03;02:00;279.89;94.16;909.82;1.86;155.55;0.026071;0.000000;0.002284;0.0000
2011-05-03;03:00;279.92;90.70;910.12;1.84;157.06;0.020213;0.000000;0.002293;0.0000
2011-05-03;04:00;280.45;87.00;910.37;1.46;164.21;0.033560;0.000000;0.002298;0.0000
2011-05-03;05:00;280.93;86.37;910.67;1.07;182.17;0.076364;0.000000;0.002300;5.5653
2011-05-03;06:00;281.96;90.78;911.07;0.66;212.96;0.147162;0.000000;0.002278;52.5975
2011-05-03;07:00;283.02;88.13;911.54;0.72;260.81;0.170242;0.000000;0.002197;109.1025
2011-05-03;08:00;284.09;88.56;911.98;1.26;306.97;0.222825;0.000000;0.002073;169.2939
2011-05-03;09:00;285.05;80.55;912.26;1.82;324.67;0.332717;0.000000;0.001903;286.2506
2011-05-03;10:00;286.22;74.81;912.45;2.26;333.53;0.441837;0.000000;0.001668;461.7259
2011-05-03;11:00;287.04;69.10;912.59;2.74;336.09;0.375971;0.000000;0.001397;514.8975
2011-05-03;12:00;287.36;66.35;912.74;2.97;335.95;0.333217;0.000000;0.001137;520.2655
2011-05-03;13:00;287.47;65.29;912.92;3.13;334.98;0.306753;0.000000;0.000919;506.8840
2011-05-03;14:00;287.33;65.43;913.10;3.26;334.95;0.297831;0.000000;0.000756;449.1826
2011-05-03;15:00;286.93;66.73;913.30;3.37;335.46;0.259229;0.000000;0.000639;356.6694
2011-05-03;16:00;286.38;69.28;913.59;3.36;336.39;0.210410;0.000000;0.000556;253.1420
2011-05-03;17:00;285.71;73.03;913.95;3.14;337.71;0.172690;0.000000;0.000503;152.8721
2011-05-03;18:00;284.82;79.39;914.40;2.60;338.92;0.174757;0.000000;0.000475;78.0915
2011-05-03;19:00;283.34;88.50;914.95;1.88;343.00;0.113942;0.000000;0.000463;12.2116
2011-05-03;20:00;282.11;91.39;915.65;1.93;351.61;0.056547;0.000000;0.000453;0.0000
2011-05-03;21:00;281.26;92.55;916.23;1.89;2.26;0.030438;0.000000;0.000445;0.0000
2011-05-03;22:00;280.51;93.41;916.59;1.79;15.01;0.018504;0.000000;0.000436;0.0000
2011-05-03;23:00;279.87;94.03;916.86;1.74;25.36;0.008085;0.000000;0.000430;0.0000
2011-05-03;24:00;279.29;94.57;917.09;1.66;32.51;0.003937;0.000000;0.000427;0.0000
2011-05-04;01:00;278.79;94.70;917.29;1.60;37.61;0.002349;0.000000;0.000425;0.0000
2011-05-04;02:00;278.42;94.28;917.43;1.54;39.93;0.003182;0.000000;0.000461;0.0000
2011-05-04;03:00;278.03;94.57;917.62;1.38;39.68;0.001723;0.000205;0.000568;0.0000
2011-05-04;04:00;277.75;94.64;917.90;1.25;40.80;0.001618;0.000011;0.000472;0.0000
2011-05-04;05:00;277.48;95.34;918.32;1.09;39.77;0.001582;0.000008;0.000487;10.0638
2011-05-04;06:00;278.77;90.70;918.84;1.03;35.98;0.000256;0.000084;0.000485;121.7051
2011-05-04;07:00;280.97;77.32;919.34;1.70;17.99;0.000105;0.000007;0.000429;325.7023
2011-05-04;08:00;283.24;61.35;919.80;2.59;5.84;0.000062;0.000000;0.000394;516.7978
2011-05-04;09:00;284.87;51.64;920.12;3.05;356.31;0.000027;0.000000;0.000342;689.4125
2011-05-04;10:00;286.02;47.14;920.36;3.47;347.90;0.000011;0.000000;0.000283;826.2049
2011-05-04;11:00;286.91;44.93;920.43;3.81;344.26;0.000004;0.000000;0.000225;913.3059
2011-05-04;12:00;287.59;43.74;920.40;4.02;344.23;0.000002;0.000000;0.000175;946.3031
2011-05-04;13:00;288.06;43.01;920.35;4.15;345.61;0.000002;0.000000;0.000135;922.3999
2011-05-04;14:00;288.24;42.54;920.37;4.22;347.67;0.000001;0.000000;0.000106;844.7854
2011-05-04;15:00;288.08;42.87;920.38;4.22;349.77;0.000001;0.000000;0.000086;719.4853
2011-05-04;16:00;287.64;44.08;920.51;4.19;352.33;0.000001;0.000000;0.000073;555.0778
2011-05-04;17:00;286.84;46.95;920.67;3.98;354.05;0.000000;0.000000;0.000065;367.7816
2011-05-04;18:00;285.23;58.01;920.88;2.98;352.70;0.000000;0.000000;0.000062;177.1826
2011-05-04;19:00;281.93;75.49;921.15;2.49;352.64;0.000000;0.000000;0.000061;27.1090
2011-05-04;20:00;280.45;76.56;921.61;2.53;3.08;0.000000;0.000000;0.000061;0.0000
2011-05-04;21:00;279.87;77.07;921.88;2.28;18.07;0.000000;0.000000;0.000061;0.0000
2011-05-04;22:00;279.19;78.34;921.96;2.05;34.43;0.000000;0.000000;0.000061;0.0000
2011-05-04;23:00;278.49;79.91;922.02;1.94;47.68;0.000000;0.000000;0.000061;0.0000
2011-05-04;24:00;277.90;81.20;921.98;1.86;56.00;0.000000;0.000000;0.000061;0.0000
2011-05-05;01:00;277.45;82.17;921.94;1.73;63.37;0.000000;0.000000;0.000061;0.0000
2011-05-05;02:00;277.15;82.34;922.01;1.56;70.27;0.000000;0.000000;0.000061;0.0000
2011-05-05;03:00;276.91;82.59;922.22;1.37;78.31;0.000000;0.000000;0.000061;0.0000
2011-05-05;04:00;276.62;83.62;922.56;1.19;91.69;0.000000;0.000000;0.000061;0.0000
2011-05-05;05:00;276.18;86.07;923.00;1.19;108.76;0.000018;0.000000;0.000061;12.7210
2011-05-05;06:00;277.92;85.64;923.51;1.02;117.16;0.000129;0.000000;0.000061;138.5444
2011-05-05;07:00;281.12;70.42;923.98;0.96;125.74;0.000020;0.000000;0.000058;323.7353
2011-05-05;08:00;284.13;54.74;924.32;0.44;149.26;0.000069;0.000000;0.000052;522.2012
2011-05-05;09:00;286.59;44.13;924.48;0.60;254.36;0.000061;0.000000;0.000044;691.6278
2011-05-05;10:00;288.45;39.49;924.55;1.34;264.45;0.000004;0.000000;0.000036;822.7708
2011-05-05;11:00;289.73;38.35;924.46;1.92;268.12;0.000026;0.000000;0.000028;907.3752
2011-05-05;12:00;290.54;38.74;924.37;2.20;270.65;0.000488;0.000000;0.000021;933.8235
2011-05-05;13:00;291.08;39.79;924.27;2.28;270.92;0.003765;0.000000;0.000011;913.0936
2011-05-05;14:00;291.22;41.59;924.22;2.28;268.53;0.014272;0.000000;0.000005;817.9176
2011-05-05;15:00;291.04;43.84;924.08;2.20;263.10;0.022471;0.000000;0.000004;682.9197
2011-05-05;16:00;290.58;47.03;923.99;2.10;257.01;0.041514;0.000000;0.000004;507.4211
2011-05-05;17:00;289.79;52.38;923.96;1.83;250.11;0.051021;0.000000;0.000003;323.9110
2011-05-05;18:00;288.31;67.76;924.09;1.15;240.54;0.075197;0.000000;0.000003;132.6632
2011-05-05;19:00;286.42;74.76;924.40;1.16;223.85;0.102166;0.000000;0.000003;17.0957
2011-05-05;20:00;285.65;74.43;924.94;1.39;202.71;0.135715;0.000000;0.000003;0.0000
2011-05-05;21:00;284.90;78.76;925.42;1.78;194.22;0.160300;0.000000;0.000003;0.0000
2011-05-05;22:00;284.16;82.61;925.80;1.99;190.06;0.163784;0.000000;0.000003;0.0000
2011-05-05;23:00;283.60;84.39;926.19;2.01;186.05;0.142229;0.000000;0.000003;0.0000
2011-05-05;24:00;282.99;84.94;926.43;1.98;178.94;0.113925;0.000000;0.000003;0.0000
2011-05-06;01:00;282.34;85.77;926.42;1.93;170.04;0.081283;0.000000;0.000003;0.0000
2011-05-06;02:00;281.62;87.61;926.30;1.89;160.29;0.046454;0.000000;0.000003;0.0000
2011-05-06;03:00;281.01;88.75;926.21;1.88;150.61;0.022779;0.000000;0.000003;0.0000
2011-05-06;04:00;280.44;89.40;926.12;1.93;145.90;0.009611;0.000000;0.000003;0.0000
2011-05-06;05:00;279.95;89.88;926.05;2.02;143.25;0.003928;0.000000;0.000003;11.5817
2011-05-06;06:00;281.84;88.33;926.08;1.67;143.11;0.001223;0.000000;0.000003;126.6942
2011-05-06;07:00;284.82;71.86;926.16;2.02;149.36;0.000358;0.000000;0.000003;289.8762
2011-05-06;08:00;287.37;59.37;926.18;2.25;173.52;0.000157;0.000000;0.000001;476.0851
2011-05-06;09:00;289.42;50.63;926.14;2.66;195.08;0.001190;0.000000;0.000000;646.4756
2011-05-06;10:00;290.98;45.05;926.04;3.10;208.22;0.002934;0.000000;0.000000;805.8450
2011-05-06;11:00;291.98;41.49;925.86;3.43;217.45;0.005356;0.000000;0.000000;882.4688
2011-05-06;12:00;292.65;39.27;925.65;3.69;222.99;0.009866;0.000000;0.000000;913.0844
2011-05-06;13:00;293.01;38.22;925.47;3.84;225.71;0.012267;0.000000;0.000000;891.0770
2011-05-06;14:00;293.06;38.30;925.25;3.90;226.55;0.014038;0.000000;0.000000;814.7604
2011-05-06;15:00;292.77;39.43;925.05;3.84;226.42;0.017277;0.000000;0.000000;689.1985
2011-05-06;16:00;292.22;41.75;924.93;3.69;226.01;0.020778;0.000000;0.000000;530.0010
2011-05-06;17:00;291.30;46.19;924.93;3.17;226.41;0.020943;0.000000;0.000000;353.2140
2011-05-06;18:00;289.49;60.92;925.03;2.18;223.44;0.023974;0.000000;0.000000;169.5484
2011-05-06;19:00;286.51;70.67;925.32;2.00;213.80;0.014192;0.000000;0.000000;28.1951
2011-05-06;20:00;284.86;70.12;925.98;2.05;200.12;0.007901;0.000000;0.000000;0.0000
2011-05-06;21:00;283.83;72.35;926.46;2.14;187.42;0.003046;0.000000;0.000000;0.0000
2011-05-06;22:00;282.86;74.65;926.52;2.15;175.26;0.001052;0.000000;0.000000;0.0000
2011-05-06;23:00;281.90;77.45;926.32;2.17;164.25;0.000163;0.000000;0.000000;0.0000
2011-05-06;24:00;281.17;79.07;926.04;2.33;160.01;0.000028;0.000000;0.000000;0.0000
2011-05-07;01:00;280.69;79.35;925.72;2.43;159.81;0.000014;0.000000;0.000000;0.0000
2011-05-07;02:00;280.26;79.94;925.50;2.26;155.48;0.000009;0.000000;0.000000;0.0000
2011-05-07;03:00;279.81;81.33;925.38;2.31;147.45;0.000006;0.000000;0.000000;0.0000
2011-05-07;04:00;279.58;82.56;925.35;2.44;143.84;0.000004;0.000000;0.000000;0.0000
2011-05-07;05:00;279.64;82.40;925.40;2.52;144.70;0.000003;0.000000;0.000000;11.2180
2011-05-07;06:00;282.12;76.25;925.50;2.35;147.02;0.000002;0.000000;0.000000;113.6153
2011-05-07;07:00;285.16;60.71;925.45;3.09;149.87;0.000001;0.000000;0.000000;296.5475
2011-05-07;08:00;288.29;49.08;925.17;3.24;165.53;0.000001;0.000000;0.000000;504.8997
2011-05-07;09:00;290.78;42.72;924.74;3.75;184.08;0.000000;0.000000;0.000000;676.6711
2011-05-07;10:00;292.34;40.77;924.36;3.88;197.61;0.000000;0.000000;0.000000;806.8087
2011-05-07;11:00;293.49;39.25;924.07;4.06;210.07;0.000022;0.000000;0.000000;890.7768
2011-05-07;12:00;294.16;38.91;923.94;4.28;218.11;0.001979;0.000000;0.000000;919.1620
2011-05-07;13:00;294.45;39.39;923.77;4.30;221.04;0.007575;0.000000;0.000000;885.4567
2011-05-07;14:00;294.36;40.58;923.57;4.22;220.62;0.020150;0.000000;0.000000;784.0287
2011-05-07;15:00;293.87;42.67;923.35;3.94;218.38;0.034631;0.000000;0.000000;599.2859
2011-05-07;16:00;293.18;45.85;923.11;3.37;215.46;0.038701;0.000000;0.000000;412.1285
2011-05-07;17:00;292.19;52.53;922.98;2.53;214.07;0.036327;0.000000;0.000000;251.1729
2011-05-07;18:00;290.55;67.35;923.00;1.73;213.32;0.026641;0.000000;0.000000;104.2840
2011-05-07;19:00;288.61;73.15;923.01;1.65;201.25;0.012028;0.000000;0.000000;16.3090
2011-05-07;20:00;287.70;70.70;923.06;1.66;185.34;0.005796;0.000000;0.000000;0.0000
2011-05-07;21:00;286.89;73.07;923.03;1.81;177.77;0.001429;0.000000;0.000000;0.0000
2011-05-07;22:00;286.06;75.29;922.86;1.88;179.13;0.000263;0.000000;0.000000;0.0000
2011-05-07;23:00;285.23;76.51;922.85;1.90;179.86;0.000099;0.000000;0.000000;0.0000
2011-05-07;24:00;284.60;77.99;922.83;1.88;179.50;0.000246;0.000000;0.000000;0.0000
2011-05-08;01:00;284.29;78.96;922.81;1.76;176.98;0.002370;0.000000;0.000000;0.0000
2011-05-08;02:00;284.33;78.38;923.05;1.51;176.14;0.008190;0.000000;0.000000;0.0000
2011-05-08;03:00;284.41;77.13;923.49;1.22;179.51;0.018055;0.000000;0.000000;0.0000
2011-05-08;04:00;284.39;75.85;923.90;0.97;165.95;0.028250;0.000000;0.000000;0.0000
2011-05-08;05:00;284.23;75.71;924.13;0.88;133.73;0.026130;0.000000;0.000000;10.9826
2011-05-08;06:00;285.44;79.18;924.42;0.76;109.25;0.027817;0.000000;0.000000;107.4475
2011-05-08;07:00;287.96;72.05;924.71;0.50;149.31;0.073136;0.000000;0.000000;273.4898
2011-05-08;08:00;289.69;56.60;924.66;0.99;231.39;0.052321;0.000000;0.000000;460.7191
2011-05-08;09:00;290.95;51.84;924.59;1.39;242.89;0.038265;0.000000;0.000000;620.9499
2011-05-08;10:00;292.11;48.93;924.50;1.71;251.45;0.075117;0.000000;0.000000;743.8648
2011-05-08;11:00;293.03;46.78;924.43;1.86;260.19;0.083678;0.000000;0.000000;820.1188
2011-05-08;12:00;293.69;45.44;924.26;1.84;270.42;0.097102;0.000000;0.000000;845.6083
2011-05-08;13:00;294.13;44.76;924.09;1.67;282.96;0.081492;0.000000;0.000000;828.1641
2011-05-08;14:00;294.24;44.91;923.85;1.39;301.19;0.091247;0.000000;0.000000;742.3916
2011-05-08;15:00;294.19;45.43;923.51;1.21;328.50;0.073439;0.000000;0.000000;632.5618
2011-05-08;16:00;293.99;46.66;923.22;1.25;352.18;0.046490;0.000000;0.000000;490.5687
2011-05-08;17:00;293.56;49.99;923.06;1.25;3.01;0.032636;0.000000;0.000000;336.0161
2011-05-08;18:00;292.69;58.37;923.06;0.99;3.67;0.021612;0.000000;0.000000;170.8954
2011-05-08;19:00;291.10;59.70;923.19;0.90;349.73;0.008870;0.000000;0.000000;31.9155
2011-05-08;20:00;290.27;56.20;923.51;0.68;347.49;0.001931;0.000000;0.000000;0.0000
2011-05-08;21:00;289.65;57.35;923.70;0.25;2.01;0.000226;0.000000;0.000000;0.0000
2011-05-08;22:00;288.64;60.99;923.69;0.31;135.47;0.000001;0.000000;0.000000;0.0000
2011-05-08;23:00;287.58;65.12;923.68;0.66;146.45;0.000000;0.000000;0.000000;0.0000
2011-05-08;24:00;286.46;69.89;923.69;0.85;145.10;0.000053;0.000000;0.000000;0.0000
2011-05-09;01:00;285.49;74.30;923.77;0.94;138.61;0.000740;0.000000;0.000000;0.0000
2011-05-09;02:00;284.45;79.71;923.98;0.97;136.98;0.000230;0.000000;0.000000;0.0000
2011-05-09;03:00;283.46;86.39;924.31;1.05;138.20;0.000053;0.000000;0.000000;0.0000
2011-05-09;04:00;282.69;91.67;924.63;1.05;133.76;0.000051;0.000000;0.000000;0.0000
2011-05-09;05:00;282.46;93.17;925.09;1.13;133.01;0.003507;0.000000;0.000000;14.7252
2011-05-09;06:00;284.60;89.16;925.50;0.83;143.22;0.004811;0.000000;0.000000;110.8274
2011-05-09;07:00;287.12;74.17;925.93;1.16;153.53;0.000547;0.000000;0.000000;264.7176
2011-05-09;08:00;289.69;62.80;926.32;1.43;190.65;0.001194;0.000000;0.000000;453.0985
2011-05-09;09:00;291.75;57.39;926.65;1.89;230.47;0.009883;0.000000;0.000000;625.1480
2011-05-09;10:00;292.90;56.10;926.97;2.42;245.85;0.042242;0.000000;0.000000;747.3337
2011-05-09;11:00;293.67;55.27;927.15;2.75;251.45;0.095899;0.000000;0.000000;817.0474
2011-05-09;12:00;293.91;55.48;927.23;2.78;254.78;0.129936;0.000000;0.000000;750.7000
2011-05-09;13:00;293.86;56.12;927.28;2.61;256.87;0.131762;0.000000;0.000000;650.5062
2011-05-09;14:00;293.58;57.51;927.27;2.36;258.22;0.150496;0.000000;0.000000;531.5652
2011-05-09;15:00;293.14;59.13;927.34;2.07;259.22;0.150681;0.000000;0.000000;399.2313
2011-05-09;16:00;292.83;60.77;927.33;1.78;256.11;0.133084;0.000000;0.000000;301.4860
2011-05-09;17:00;292.44;64.88;927.27;1.45;250.52;0.135829;0.000000;0.000000;203.8356
2011-05-09;18:00;291.58;72.92;927.24;1.22;240.61;0.127836;0.000000;0.000000;104.3549
2011-05-09;19:00;289.70;80.85;927.38;1.26;225.86;0.096265;0.000000;0.000000;23.6059
2011-05-09;20:00;288.61;79.67;927.84;1.49;215.72;0.086865;0.000000;0.000000;0.0000
2011-05-09;21:00;288.01;80.65;928.26;1.76;203.63;0.060248;0.000000;0.000000;0.0000
2011-05-09;22:00;287.25;82.13;928.60;2.22;190.41;0.049194;0.000000;0.000000;0.0000
2011-05-09;23:00;286.73;81.73;928.92;2.50;185.80;0.022887;0.000000;0.000000;0.0000
2011-05-09;24:00;286.66;78.42;929.20;2.68;185.43;0.011282;0.000000;0.000000;0.0000
2011-05-10;01:00;286.47;76.66;929.26;2.63;187.57;0.004008;0.000000;0.000000;0.0000
2011-05-10;02:00;286.04;76.64;929.37;2.41;191.72;0.002303;0.000000;0.000000;0.0000
2011-05-10;03:00;285.49;77.32;929.63;2.22;197.79;0.003806;0.000000;0.000000;0.0000
2011-05-10;04:00;284.96;78.80;930.00;2.12;200.92;0.014846;0.000000;0.000000;0.0000
2011-05-10;05:00;284.70;79.89;930.44;2.07;198.75;0.035394;0.000000;0.000000;11.3522
2011-05-10;06:00;285.60;82.01;930.94;1.92;196.10;0.044723;0.000000;0.000000;76.6207
2011-05-10;07:00;286.95;72.58;931.43;2.02;200.89;0.050309;0.000000;0.000000;168.6381
2011-05-10;08:00;288.01;65.38;931.76;2.39;208.19;0.033938;0.000000;0.000000;275.3087
2011-05-10;09:00;289.19;61.72;931.87;2.62;213.47;0.027831;0.000000;0.000000;404.1184
2011-05-10;10:00;290.61;58.72;931.78;2.45;218.59;0.039507;0.000000;0.000000;562.9344
2011-05-10;11:00;291.92;56.20;931.46;2.10;227.74;0.064568;0.000000;0.000000;657.5996
2011-05-10;12:00;292.63;55.30;931.00;1.76;240.88;0.086907;0.000000;0.000000;618.1433
2011-05-10;13:00;292.66;56.01;930.66;1.47;259.51;0.091530;0.000000;0.000000;479.1824
